prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,closing
1664.19,1693.64,1570.45,2340000,1664.34,1511.96,1667.93,1510.27,2270000,1511.36,1373.31,1546.88,1361.63,2730000,1373.4,1312.69,1376.44,1272.09,1650000,1312.73,1377.05,1380.04,1282.41,1540000,1594
1511.96,1667.93,1510.27,2270000,1511.36,1373.31,1546.88,1361.63,2730000,1373.4,1312.69,1376.44,1272.09,1650000,1312.73,1377.05,1380.04,1282.41,1540000,1376.96,1379.78,1405.78,1327.66,1590000,1664.34
1373.31,1546.88,1361.63,2730000,1373.4,1312.69,1376.44,1272.09,1650000,1312.73,1377.05,1380.04,1282.41,1540000,1376.96,1379.78,1405.78,1327.66,1590000,1379.3,1329.16,1436.27,1288.26,3330000,1511.36
1312.69,1376.44,1272.09,1650000,1312.73,1377.05,1380.04,1282.41,1540000,1376.96,1379.78,1405.78,1327.66,1590000,1379.3,1329.16,1436.27,1288.26,3330000,1328.47,1247.67,1359.51,1221.15,814310,1373.4
1377.05,1380.04,1282.41,1540000,1376.96,1379.78,1405.78,1327.66,1590000,1379.3,1329.16,1436.27,1288.26,3330000,1328.47,1247.67,1359.51,1221.15,814310,1247.62,1366.14,1372.31,1210.4,2900000,1312.73
1379.78,1405.78,1327.66,1590000,1379.3,1329.16,1436.27,1288.26,3330000,1328.47,1247.67,1359.51,1221.15,814310,1247.62,1366.14,1372.31,1210.4,2900000,1366.27,1317.67,1377.94,1246.45,2560000,1376.96
1329.16,1436.27,1288.26,3330000,1328.47,1247.67,1359.51,1221.15,814310,1247.62,1366.14,1372.31,1210.4,2900000,1366.27,1317.67,1377.94,1246.45,2560000,1317.9,1390.69,1474.68,1298.13,2770000,1379.3
1247.67,1359.51,1221.15,814310,1247.62,1366.14,1372.31,1210.4,2900000,1366.27,1317.67,1377.94,1246.45,2560000,1317.9,1390.69,1474.68,1298.13,2770000,1390.28,1233.41,1398,1222.14,2300000,1328.47
1366.14,1372.31,1210.4,2900000,1366.27,1317.67,1377.94,1246.45,2560000,1317.9,1390.69,1474.68,1298.13,2770000,1390.28,1233.41,1398,1222.14,2300000,1233.4,1234.34,1271.65,1196.94,1460000,1247.62
1317.67,1377.94,1246.45,2560000,1317.9,1390.69,1474.68,1298.13,2770000,1390.28,1233.41,1398,1222.14,2300000,1233.4,1234.34,1271.65,1196.94,1460000,1234.58,1118.01,1272.85,1045.02,2940000,1366.27
1390.69,1474.68,1298.13,2770000,1390.28,1233.41,1398,1222.14,2300000,1233.4,1234.34,1271.65,1196.94,1460000,1234.58,1118.01,1272.85,1045.02,2940000,1117.33,1377.63,1387.39,1095.26,2760000,1317.9
1233.41,1398,1222.14,2300000,1233.4,1234.34,1271.65,1196.94,1460000,1234.58,1118.01,1272.85,1045.02,2940000,1117.33,1377.63,1387.39,1095.26,2760000,1377.53,1372,1406.56,1237.27,3050000,1390.28
1234.34,1271.65,1196.94,1460000,1234.58,1118.01,1272.85,1045.02,2940000,1117.33,1377.63,1387.39,1095.26,2760000,1377.53,1372,1406.56,1237.27,3050000,1372,1258.1,1437.42,1252.36,2270000,1233.4
1118.01,1272.85,1045.02,2940000,1117.33,1377.63,1387.39,1095.26,2760000,1377.53,1372,1406.56,1237.27,3050000,1372,1258.1,1437.42,1252.36,2270000,1258.06,1233.93,1260.3,1184.15,1730000,1234.58
1377.63,1387.39,1095.26,2760000,1377.53,1372,1406.56,1237.27,3050000,1372,1258.1,1437.42,1252.36,2270000,1258.06,1233.93,1260.3,1184.15,1730000,1232.64,1228.33,1269.01,1168.39,2150000,1117.33
1372,1406.56,1237.27,3050000,1372,1258.1,1437.42,1252.36,2270000,1258.06,1233.93,1260.3,1184.15,1730000,1232.64,1228.33,1269.01,1168.39,2150000,1228.27,1172.12,1290.92,1154.04,2290000,1377.53
1258.1,1437.42,1252.36,2270000,1258.06,1233.93,1260.3,1184.15,1730000,1232.64,1228.33,1269.01,1168.39,2150000,1228.27,1172.12,1290.92,1154.04,2290000,1171.68,1233.34,1256.13,1079.19,2850000,1372
1233.93,1260.3,1184.15,1730000,1232.64,1228.33,1269.01,1168.39,2150000,1228.27,1172.12,1290.92,1154.04,2290000,1171.68,1233.34,1256.13,1079.19,2850000,1226.17,1128.8,1246.52,1088.52,1550000,1258.06
1228.33,1269.01,1168.39,2150000,1228.27,1172.12,1290.92,1154.04,2290000,1171.68,1233.34,1256.13,1079.19,2850000,1226.17,1128.8,1246.52,1088.52,1550000,1128.46,1050.2,1134.66,990.96,2250000,1232.64
1172.12,1290.92,1154.04,2290000,1171.68,1233.34,1256.13,1079.19,2850000,1226.17,1128.8,1246.52,1088.52,1550000,1128.46,1050.2,1134.66,990.96,2250000,1050.19,1086.96,1149.19,1008.28,3090000,1228.27
1233.34,1256.13,1079.19,2850000,1226.17,1128.8,1246.52,1088.52,1550000,1128.46,1050.2,1134.66,990.96,2250000,1050.19,1086.96,1149.19,1008.28,3090000,1091.47,1255.84,1257.3,917.96,4190000,1171.68
1128.8,1246.52,1088.52,1550000,1128.46,1050.2,1134.66,990.96,2250000,1050.19,1086.96,1149.19,1008.28,3090000,1091.47,1255.84,1257.3,917.96,4190000,1256.04,1275.87,1347.98,1180.45,2650000,1226.17
1050.2,1134.66,990.96,2250000,1050.19,1086.96,1149.19,1008.28,3090000,1091.47,1255.84,1257.3,917.96,4190000,1256.04,1275.87,1347.98,1180.45,2650000,1275.58,1215.92,1301.75,1172.39,1990000,1128.46
1086.96,1149.19,1008.28,3090000,1091.47,1255.84,1257.3,917.96,4190000,1256.04,1275.87,1347.98,1180.45,2650000,1275.58,1215.92,1301.75,1172.39,1990000,1215.73,1224.33,1271.08,1069.25,2710000,1050.19
1255.84,1257.3,917.96,4190000,1256.04,1275.87,1347.98,1180.45,2650000,1275.58,1215.92,1301.75,1172.39,1990000,1215.73,1224.33,1271.08,1069.25,2710000,1224.35,1208.71,1286.81,1153.09,2710000,1091.47
1275.87,1347.98,1180.45,2650000,1275.58,1215.92,1301.75,1172.39,1990000,1215.73,1224.33,1271.08,1069.25,2710000,1224.35,1208.71,1286.81,1153.09,2710000,1207.77,1099.77,1210.78,1060.67,3750000,1256.04
1215.92,1301.75,1172.39,1990000,1215.73,1224.33,1271.08,1069.25,2710000,1224.35,1208.71,1286.81,1153.09,2710000,1207.77,1099.77,1210.78,1060.67,3750000,1099.52,1042.48,1131.56,976.91,3250000,1275.58
1224.33,1271.08,1069.25,2710000,1224.35,1208.71,1286.81,1153.09,2710000,1207.77,1099.77,1210.78,1060.67,3750000,1099.52,1042.48,1131.56,976.91,3250000,1042.4,977.76,1158.27,894.24,5190000,1215.73
1208.71,1286.81,1153.09,2710000,1207.77,1099.77,1210.78,1060.67,3750000,1099.52,1042.48,1131.56,976.91,3250000,1042.4,977.76,1158.27,894.24,5190000,974.97,774.54,1008.49,769.57,4020000,1224.35
1099.77,1210.78,1060.67,3750000,1099.52,1042.48,1131.56,976.91,3250000,1042.4,977.76,1158.27,894.24,5190000,974.97,774.54,1008.49,769.57,4020000,774.5,729,787.26,715.15,2250000,1207.77
1042.48,1131.56,976.91,3250000,1042.4,977.76,1158.27,894.24,5190000,974.97,774.54,1008.49,769.57,4020000,774.5,729,787.26,715.15,2250000,729.12,735.87,748.96,715.74,1640000,1099.52
977.76,1158.27,894.24,5190000,974.97,774.54,1008.49,769.57,4020000,774.5,729,787.26,715.15,2250000,729.12,735.87,748.96,715.74,1640000,735.94,751.92,755.13,724.67,1040000,1042.4
774.54,1008.49,769.57,4020000,774.5,729,787.26,715.15,2250000,729.12,735.87,748.96,715.74,1640000,735.94,751.92,755.13,724.67,1040000,751.8,732.04,757.11,720.21,1860000,974.97
729,787.26,715.15,2250000,729.12,735.87,748.96,715.74,1640000,735.94,751.92,755.13,724.67,1040000,751.8,732.04,757.11,720.21,1860000,731.76,730.26,739.77,690.24,1820000,774.5
735.87,748.96,715.74,1640000,735.94,751.92,755.13,724.67,1040000,751.8,732.04,757.11,720.21,1860000,731.76,730.26,739.77,690.24,1820000,730.05,683.76,747.86,682.47,2750000,729.12
751.92,755.13,724.67,1040000,751.8,732.04,757.11,720.21,1860000,731.76,730.26,739.77,690.24,1820000,730.05,683.76,747.86,682.47,2750000,683.71,636.35,715.46,627.12,2310000,735.94
732.04,757.11,720.21,1860000,731.76,730.26,739.77,690.24,1820000,730.05,683.76,747.86,682.47,2750000,683.71,636.35,715.46,627.12,2310000,636.58,626.99,652.36,616.04,1940000,751.8
730.26,739.77,690.24,1820000,730.05,683.76,747.86,682.47,2750000,683.71,636.35,715.46,627.12,2310000,636.58,626.99,652.36,616.04,1940000,626.93,612.38,633.9,605.01,1700000,731.76
683.76,747.86,682.47,2750000,683.71,636.35,715.46,627.12,2310000,636.58,626.99,652.36,616.04,1940000,626.93,612.38,633.9,605.01,1700000,612.34,585.47,614.92,566.15,1720000,730.05
636.35,715.46,627.12,2310000,636.58,626.99,652.36,616.04,1940000,626.93,612.38,633.9,605.01,1700000,612.34,585.47,614.92,566.15,1720000,585.69,637.04,638.11,554.09,2200000,683.71
626.99,652.36,616.04,1940000,626.93,612.38,633.9,605.01,1700000,612.34,585.47,614.92,566.15,1720000,585.69,637.04,638.11,554.09,2200000,637.47,607.86,637.47,588.24,2120000,636.58
612.38,633.9,605.01,1700000,612.34,585.47,614.92,566.15,1720000,585.69,637.04,638.11,554.09,2200000,637.47,607.86,637.47,588.24,2120000,607.85,638.28,647.87,599.97,1880000,626.93
585.47,614.92,566.15,1720000,585.69,637.04,638.11,554.09,2200000,637.47,607.86,637.47,588.24,2120000,607.85,638.28,647.87,599.97,1880000,638.26,657.79,661.04,622.39,2110000,612.34
637.04,638.11,554.09,2200000,637.47,607.86,637.47,588.24,2120000,607.85,638.28,647.87,599.97,1880000,638.26,657.79,661.04,622.39,2110000,658.17,654.08,669.54,645.91,2170000,585.69
607.86,637.47,588.24,2120000,607.85,638.28,647.87,599.97,1880000,638.26,657.79,661.04,622.39,2110000,658.17,654.08,669.54,645.91,2170000,653.85,643.28,664.26,630.44,2630000,637.47
638.28,647.87,599.97,1880000,638.26,657.79,661.04,622.39,2110000,658.17,654.08,669.54,645.91,2170000,653.85,643.28,664.26,630.44,2630000,643.17,637.29,675.68,627.36,3670000,607.85
657.79,661.04,622.39,2110000,658.17,654.08,669.54,645.91,2170000,653.85,643.28,664.26,630.44,2630000,643.17,637.29,675.68,627.36,3670000,637.38,588.81,638.18,580.9,3110000,638.26
654.08,669.54,645.91,2170000,653.85,643.28,664.26,630.44,2630000,643.17,637.29,675.68,627.36,3670000,637.38,588.81,638.18,580.9,3110000,588.91,586.22,596.97,579.95,1740000,658.17
643.28,664.26,630.44,2630000,643.17,637.29,675.68,627.36,3670000,637.38,588.81,638.18,580.9,3110000,588.91,586.22,596.97,579.95,1740000,586.19,590.66,591.41,576.01,1780000,653.85
637.29,675.68,627.36,3670000,637.38,588.81,638.18,580.9,3110000,588.91,586.22,596.97,579.95,1740000,586.19,590.66,591.41,576.01,1780000,591.09,568.07,594.83,563.37,2030000,643.17
588.81,638.18,580.9,3110000,588.91,586.22,596.97,579.95,1740000,586.19,590.66,591.41,576.01,1780000,591.09,568.07,594.83,563.37,2030000,567.78,544.16,573.59,543.9,1620000,637.38
586.22,596.97,579.95,1740000,586.19,590.66,591.41,576.01,1780000,591.09,568.07,594.83,563.37,2030000,567.78,544.16,573.59,543.9,1620000,544.17,558.15,560.28,536.43,30170000,588.91
590.66,591.41,576.01,1780000,591.09,568.07,594.83,563.37,2030000,567.78,544.16,573.59,543.9,1620000,544.17,558.15,560.28,536.43,30170000,558.13,573.28,575.56,548.99,19600000,586.19
568.07,594.83,563.37,2030000,567.78,544.16,573.59,543.9,1620000,544.17,558.15,560.28,536.43,30170000,558.13,573.28,575.56,548.99,19600000,573.21,554.95,577.94,530.88,9100000,591.09
544.16,573.59,543.9,1620000,544.17,558.15,560.28,536.43,30170000,558.13,573.28,575.56,548.99,19600000,573.21,554.95,577.94,530.88,9100000,555.05,591.03,594.78,551.08,8110000,567.78
558.15,560.28,536.43,30170000,558.13,573.28,575.56,548.99,19600000,573.21,554.95,577.94,530.88,9100000,555.05,591.03,594.78,551.08,8110000,591.09,601.54,603.06,584.53,7720000,544.17
573.28,575.56,548.99,19600000,573.21,554.95,577.94,530.88,9100000,555.05,591.03,594.78,551.08,8110000,591.09,601.54,603.06,584.53,7720000,601.68,596.61,606.9,583.67,13140000,558.13
554.95,577.94,530.88,9100000,555.05,591.03,594.78,551.08,8110000,591.09,601.54,603.06,584.53,7720000,601.68,596.61,606.9,583.67,13140000,596.68,567.84,596.73,561.24,30830000,573.21
591.03,594.78,551.08,8110000,591.09,601.54,603.06,584.53,7720000,601.68,596.61,606.9,583.67,13140000,596.68,567.84,596.73,561.24,30830000,567.91,616.33,619.61,566.34,48950000,555.05
601.54,603.06,584.53,7720000,601.68,596.61,606.9,583.67,13140000,596.68,567.84,596.73,561.24,30830000,567.91,616.33,619.61,566.34,48950000,616.32,597.94,622.1,587.15,24000000,591.09
596.61,606.9,583.67,13140000,596.68,567.84,596.73,561.24,30830000,567.91,616.33,619.61,566.34,48950000,616.32,597.94,622.1,587.15,24000000,598.05,585.69,604.34,575.24,16210000,601.68
567.84,596.73,561.24,30830000,567.91,616.33,619.61,566.34,48950000,616.32,597.94,622.1,587.15,24000000,598.05,585.69,604.34,575.24,16210000,585.66,616.78,635.66,567.79,49420000,596.68
616.33,619.61,566.34,48950000,616.32,597.94,622.1,587.15,24000000,598.05,585.69,604.34,575.24,16210000,585.66,616.78,635.66,567.79,49420000,615.92,575.35,615.97,571.04,51720000,567.91
597.94,622.1,587.15,24000000,598.05,585.69,604.34,575.24,16210000,585.66,616.78,635.66,567.79,49420000,615.92,575.35,615.97,571.04,51720000,575.45,537.89,576.52,530.71,5790000,616.32
585.69,604.34,575.24,16210000,585.66,616.78,635.66,567.79,49420000,615.92,575.35,615.97,571.04,51720000,575.45,537.89,576.52,530.71,5790000,537.74,518.7,547.94,506.97,5340000,598.05
616.78,635.66,567.79,49420000,615.92,575.35,615.97,571.04,51720000,575.45,537.89,576.52,530.71,5790000,537.74,518.7,547.94,506.97,5340000,518.11,519.69,530.41,494.65,6420000,585.66
575.35,615.97,571.04,51720000,575.45,537.89,576.52,530.71,5790000,537.74,518.7,547.94,506.97,5340000,518.11,519.69,530.41,494.65,6420000,519.32,569.69,577.08,484.03,13110000,615.92
537.89,576.52,530.71,5790000,537.74,518.7,547.94,506.97,5340000,518.11,519.69,530.41,494.65,6420000,519.32,569.69,577.08,484.03,13110000,569.67,605.01,605.63,555.32,14500000,575.45
518.7,547.94,506.97,5340000,518.11,519.69,530.41,494.65,6420000,519.32,569.69,577.08,484.03,13110000,569.67,605.01,605.63,555.32,14500000,605.03,609.2,621.7,589.56,41110000,537.74
519.69,530.41,494.65,6420000,519.32,569.69,577.08,484.03,13110000,569.67,605.01,605.63,555.32,14500000,605.03,609.2,621.7,589.56,41110000,609.22,559.37,610.33,551.8,49680000,518.11
569.69,577.08,484.03,13110000,569.67,605.01,605.63,555.32,14500000,605.03,609.2,621.7,589.56,41110000,609.22,559.37,610.33,551.8,49680000,559.4,551.9,580,514.44,36760000,519.32
605.01,605.63,555.32,14500000,605.03,609.2,621.7,589.56,41110000,609.22,559.37,610.33,551.8,49680000,559.4,551.9,580,514.44,36760000,551.91,509.94,552.13,505.14,26860000,569.67
609.2,621.7,589.56,41110000,609.22,559.37,610.33,551.8,49680000,559.4,551.9,580,514.44,36760000,551.91,509.94,552.13,505.14,26860000,509.98,471.27,513.06,471.06,30850000,605.03
559.37,610.33,551.8,49680000,559.4,551.9,580,514.44,36760000,551.91,509.94,552.13,505.14,26860000,509.98,471.27,513.06,471.06,30850000,471.21,478.55,480.55,465.41,12530000,609.22
551.9,580,514.44,36760000,551.91,509.94,552.13,505.14,26860000,509.98,471.27,513.06,471.06,30850000,471.21,478.55,480.55,465.41,12530000,478.52,482.05,495.04,459.92,18190000,559.4
509.94,552.13,505.14,26860000,509.98,471.27,513.06,471.06,30850000,471.21,478.55,480.55,465.41,12530000,478.52,482.05,495.04,459.92,18190000,481.95,460.37,484.59,459.74,7930000,551.91
471.27,513.06,471.06,30850000,471.21,478.55,480.55,465.41,12530000,478.52,482.05,495.04,459.92,18190000,481.95,460.37,484.59,459.74,7930000,460.43,448.18,465.97,445.82,5620000,509.98
478.55,480.55,465.41,12530000,478.52,482.05,495.04,459.92,18190000,481.95,460.37,484.59,459.74,7930000,460.43,448.18,465.97,445.82,5620000,448.23,460.75,462.93,440.44,9340000,471.21
482.05,495.04,459.92,18190000,481.95,460.37,484.59,459.74,7930000,460.43,448.18,465.97,445.82,5620000,448.23,460.75,462.93,440.44,9340000,460.7,476.38,477.34,452.6,9170000,478.52
460.37,484.59,459.74,7930000,460.43,448.18,465.97,445.82,5620000,448.23,460.75,462.93,440.44,9340000,460.7,476.38,477.34,452.6,9170000,476.29,462.61,477.78,457.65,9850000,481.95
448.18,465.97,445.82,5620000,448.23,460.75,462.93,440.44,9340000,460.7,476.38,477.34,452.6,9170000,476.29,462.61,477.78,457.65,9850000,462.56,463.33,469.57,452.44,9330000,460.43
460.75,462.93,440.44,9340000,460.7,476.38,477.34,452.6,9170000,476.29,462.61,477.78,457.65,9850000,462.56,463.33,469.57,452.44,9330000,463.33,450.26,476.08,449.51,15130000,448.23
476.38,477.34,452.6,9170000,476.29,462.61,477.78,457.65,9850000,462.56,463.33,469.57,452.44,9330000,463.33,450.26,476.08,449.51,15130000,450.22,444.38,454.43,439.5,20760000,460.7
462.61,477.78,457.65,9850000,462.56,463.33,469.57,452.44,9330000,463.33,450.26,476.08,449.51,15130000,450.22,444.38,454.43,439.5,20760000,444.33,454.55,458.51,434.95,28850000,476.29
463.33,469.57,452.44,9330000,463.33,450.26,476.08,449.51,15130000,450.22,444.38,454.43,439.5,20760000,444.33,454.55,458.51,434.95,28850000,454.68,435.39,460.09,432.44,4820000,462.56
450.26,476.08,449.51,15130000,450.22,444.38,454.43,439.5,20760000,444.33,454.55,458.51,434.95,28850000,454.68,435.39,460.09,432.44,4820000,435.4,455.78,467.88,425.57,7780000,463.33
444.38,454.43,439.5,20760000,444.33,454.55,458.51,434.95,28850000,454.68,435.39,460.09,432.44,4820000,435.4,455.78,467.88,425.57,7780000,455.72,416.59,457.79,415.08,6530000,450.22
454.55,458.51,434.95,28850000,454.68,435.39,460.09,432.44,4820000,435.4,455.78,467.88,425.57,7780000,455.72,416.59,457.79,415.08,6530000,416.63,402.5,419.94,396.46,7040000,444.33
435.39,460.09,432.44,4820000,435.4,455.78,467.88,425.57,7780000,455.72,416.59,457.79,415.08,6530000,416.63,402.5,419.94,396.46,7040000,402.19,388.23,407.9,377.22,6170000,454.68
455.78,467.88,425.57,7780000,455.72,416.59,457.79,415.08,6530000,416.63,402.5,419.94,396.46,7040000,402.19,388.23,407.9,377.22,6170000,387.92,383.64,389.98,370.96,6730000,435.4
416.59,457.79,415.08,6530000,416.63,402.5,419.94,396.46,7040000,402.19,388.23,407.9,377.22,6170000,387.92,383.64,389.98,370.96,6730000,383.53,396.45,404.04,379.13,9430000,455.72
402.5,419.94,396.46,7040000,402.19,388.23,407.9,377.22,6170000,387.92,383.64,389.98,370.96,6730000,383.53,396.45,404.04,379.13,9430000,396.29,386.36,397.32,384.94,5520000,416.63
388.23,407.9,377.22,6170000,387.92,383.64,389.98,370.96,6730000,383.53,396.45,404.04,379.13,9430000,396.29,386.36,397.32,384.94,5520000,386.42,382.81,394.01,380.53,6420000,402.19
383.64,389.98,370.96,6730000,383.53,396.45,404.04,379.13,9430000,396.29,386.36,397.32,384.94,5520000,386.42,382.81,394.01,380.53,6420000,382.41,387.16,391.98,374.36,2810000,387.92
396.45,404.04,379.13,9430000,396.29,386.36,397.32,384.94,5520000,386.42,382.81,394.01,380.53,6420000,382.41,387.16,391.98,374.36,2810000,386.76,388.25,393.33,381.53,3040000,383.53
386.36,397.32,384.94,5520000,386.42,382.81,394.01,380.53,6420000,382.41,387.16,391.98,374.36,2810000,386.76,388.25,393.33,381.53,3040000,388.14,403.11,408.1,381.51,9960000,396.29
382.81,394.01,380.53,6420000,382.41,387.16,391.98,374.36,2810000,386.76,388.25,393.33,381.53,3040000,388.14,403.11,408.1,381.51,9960000,403.15,393.93,409.85,390.92,6290000,386.42
387.16,391.98,374.36,2810000,386.76,388.25,393.33,381.53,3040000,388.14,403.11,408.1,381.51,9960000,403.15,393.93,409.85,390.92,6290000,394.11,406.45,410.41,383.21,9060000,382.41
388.25,393.33,381.53,3040000,388.14,403.11,408.1,381.51,9960000,403.15,393.93,409.85,390.92,6290000,394.11,406.45,410.41,383.21,9060000,406.09,412.44,417.07,403.95,3050000,386.76
403.11,408.1,381.51,9960000,403.15,393.93,409.85,390.92,6290000,394.11,406.45,410.41,383.21,9060000,406.09,412.44,417.07,403.95,3050000,411.92,408.59,416.28,407.74,2680000,388.14
393.93,409.85,390.92,6290000,394.11,406.45,410.41,383.21,9060000,406.09,412.44,417.07,403.95,3050000,411.92,408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,403.15
406.45,410.41,383.21,9060000,406.09,412.44,417.07,403.95,3050000,411.92,408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,394.11
412.44,417.07,403.95,3050000,411.92,408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,406.09
408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,411.92
414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,408.52
391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,414.05
368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,391.2
379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,368.35
377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.19
368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,377.81
365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,368.63
377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,365.17
378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,377.45
381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,379.15
386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,381.23
374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,386.68
370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,374.19
365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,370.16
350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,365.28
341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,350.83
340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,341.48
353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,340.61
352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,353.28
345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,352.73
345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,345.6
353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,345.68
359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,353.07
359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,359.39
353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,359.86
357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,354.08
354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,357.23
351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,354.25
349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,351.63
