Date,prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,closing
15-Aug-19,186.59,189.3,176.08,14030000,186.56,207.68,209.43,183.74,12460000,207.68,210.48,211.01,106.01,18290000,210.45,215.84,215.97,209.49,7940000,215.83,205.92,216.23,205.64,7630000,187.8
14-Aug-19,207.68,209.43,183.74,12460000,207.68,210.48,211.01,106.01,18290000,210.45,215.84,215.97,209.49,7940000,215.83,205.92,216.23,205.64,7630000,205.93,209.46,213.53,202.35,8700000,186.56
13-Aug-19,210.48,211.01,106.01,18290000,210.45,215.84,215.97,209.49,7940000,215.83,205.92,216.23,205.64,7630000,205.93,209.46,213.53,202.35,8700000,209.49,220.12,220.49,206.4,9660000,207.68
12-Aug-19,215.84,215.97,209.49,7940000,215.83,205.92,216.23,205.64,7630000,205.93,209.46,213.53,202.35,8700000,209.49,220.12,220.49,206.4,9660000,220.16,224.68,226.11,215.57,7540000,210.45
11-Aug-19,205.92,216.23,205.64,7630000,205.93,209.46,213.53,202.35,8700000,209.49,220.12,220.49,206.4,9660000,220.16,224.68,226.11,215.57,7540000,224.66,225.62,229.22,220.62,7900000,215.83
10-Aug-19,209.46,213.53,202.35,8700000,209.49,220.12,220.49,206.4,9660000,220.16,224.68,226.11,215.57,7540000,224.66,225.62,229.22,220.62,7900000,225.63,232.45,237.47,222.46,9350000,205.93
9-Aug-19,220.12,220.49,206.4,9660000,220.16,224.68,226.11,215.57,7540000,224.66,225.62,229.22,220.62,7900000,225.63,232.45,237.47,222.46,9350000,232.45,220.76,235,220.75,9790000,209.49
8-Aug-19,224.68,226.11,215.57,7540000,224.66,225.62,229.22,220.62,7900000,225.63,232.45,237.47,222.46,9350000,232.45,220.76,235,220.75,9790000,220.72,220.89,222.21,216.31,6510000,220.16
7-Aug-19,225.62,229.22,220.62,7900000,225.63,232.45,237.47,222.46,9350000,232.45,220.76,235,220.75,9790000,220.72,220.89,222.21,216.31,6510000,220.89,216.52,223,215.52,6990000,224.66
6-Aug-19,232.45,237.47,222.46,9350000,232.45,220.76,235,220.75,9790000,220.72,220.89,222.21,216.31,6510000,220.89,216.52,223,215.52,6990000,216.54,216.37,220.84,213.93,7560000,225.63
5-Aug-19,220.76,235,220.75,9790000,220.72,220.89,222.21,216.31,6510000,220.89,216.52,223,215.52,6990000,216.54,216.37,220.84,213.93,7560000,216.37,217.23,217.55,211.23,7090000,232.45
4-Aug-19,220.89,222.21,216.31,6510000,220.89,216.52,223,215.52,6990000,216.54,216.37,220.84,213.93,7560000,216.37,217.23,217.55,211.23,7090000,217.23,208.49,218.19,208.17,7510000,220.72
3-Aug-19,216.52,223,215.52,6990000,216.54,216.37,220.84,213.93,7560000,216.37,217.23,217.55,211.23,7090000,217.23,208.49,218.19,208.17,7510000,208.49,209.81,212.88,204.54,7150000,220.89
2-Aug-19,216.37,220.84,213.93,7560000,216.37,217.23,217.55,211.23,7090000,217.23,208.49,218.19,208.17,7510000,208.49,209.81,212.88,204.54,7150000,209.82,210.39,214.45,207.37,7200000,216.54
1-Aug-19,217.23,217.55,211.23,7090000,217.23,208.49,218.19,208.17,7510000,208.49,209.81,212.88,204.54,7150000,209.82,210.39,214.45,207.37,7200000,210.37,206.64,212.01,199.68,7540000,216.37
31-Jul-19,208.49,218.19,208.17,7510000,208.49,209.81,212.88,204.54,7150000,209.82,210.39,214.45,207.37,7200000,210.37,206.64,212.01,199.68,7540000,206.62,217.8,222.7,203.5,8550000,217.23
30-Jul-19,209.81,212.88,204.54,7150000,209.82,210.39,214.45,207.37,7200000,210.37,206.64,212.01,199.68,7540000,206.62,217.8,222.7,203.5,8550000,217.83,217.65,218.65,212.07,6960000,208.49
29-Jul-19,210.39,214.45,207.37,7200000,210.37,206.64,212.01,199.68,7540000,206.62,217.8,222.7,203.5,8550000,217.83,217.65,218.65,212.07,6960000,217.65,215.45,224.05,214.79,8420000,209.82
28-Jul-19,206.64,212.01,199.68,7540000,206.62,217.8,222.7,203.5,8550000,217.83,217.65,218.65,212.07,6960000,217.65,215.45,224.05,214.79,8420000,215.44,211.86,217.02,202.3,9720000,210.37
27-Jul-19,217.8,222.7,203.5,8550000,217.83,217.65,218.65,212.07,6960000,217.65,215.45,224.05,214.79,8420000,215.44,211.86,217.02,202.3,9720000,211.87,217.27,218.03,208.31,8700000,206.62
26-Jul-19,217.65,218.65,212.07,6960000,217.65,215.45,224.05,214.79,8420000,215.44,211.86,217.02,202.3,9720000,211.87,217.27,218.03,208.31,8700000,217.27,225.03,227.47,212.46,8600000,217.83
25-Jul-19,215.45,224.05,214.79,8420000,215.44,211.86,217.02,202.3,9720000,211.87,217.27,218.03,208.31,8700000,217.27,225.03,227.47,212.46,8600000,225.01,227.83,228.76,217.72,8500000,217.65
24-Jul-19,211.86,217.02,202.3,9720000,211.87,217.27,218.03,208.31,8700000,217.27,225.03,227.47,212.46,8600000,225.01,227.83,228.76,217.72,8500000,227.86,220.11,233.7,219.8,9120000,215.44
23-Jul-19,217.27,218.03,208.31,8700000,217.27,225.03,227.47,212.46,8600000,225.01,227.83,228.76,217.72,8500000,227.86,220.11,233.7,219.8,9120000,220.09,225.23,225.68,213.57,9380000,211.87
22-Jul-19,225.03,227.47,212.46,8600000,225.01,227.83,228.76,217.72,8500000,227.86,220.11,233.7,219.8,9120000,220.09,225.23,225.68,213.57,9380000,225.23,210.95,228.42,206.47,12650000,217.27
21-Jul-19,227.83,228.76,217.72,8500000,227.86,220.11,233.7,219.8,9120000,220.09,225.23,225.68,213.57,9380000,225.23,210.95,228.42,206.47,12650000,210.95,198.88,219.13,192.91,13510000,225.01
20-Jul-19,220.11,233.7,219.8,9120000,220.09,225.23,225.68,213.57,9380000,225.23,210.95,228.42,206.47,12650000,210.95,198.88,219.13,192.91,13510000,198.87,228.49,234.41,193.48,14520000,227.86
19-Jul-19,225.23,225.68,213.57,9380000,225.23,210.95,228.42,206.47,12650000,210.95,198.88,219.13,192.91,13510000,198.87,228.49,234.41,193.48,14520000,228.49,226.56,235.43,204.39,14590000,220.09
18-Jul-19,210.95,228.42,206.47,12650000,210.95,198.88,219.13,192.91,13510000,198.87,228.49,234.41,193.48,14520000,228.49,226.56,235.43,204.39,14590000,226.62,269.12,269.62,223.95,11860000,225.23
17-Jul-19,198.88,219.13,192.91,13510000,198.87,228.49,234.41,193.48,14520000,228.49,226.56,235.43,204.39,14590000,226.62,269.12,269.62,223.95,11860000,269.16,274.68,275.04,262.85,7840000,210.95
16-Jul-19,228.49,234.41,193.48,14520000,228.49,226.56,235.43,204.39,14590000,226.62,269.12,269.62,223.95,11860000,269.16,274.68,275.04,262.85,7840000,274.68,268.72,278.33,266.81,7950000,198.87
15-Jul-19,226.56,235.43,204.39,14590000,226.62,269.12,269.62,223.95,11860000,269.16,274.68,275.04,262.85,7840000,274.68,268.72,278.33,266.81,7950000,268.72,289.13,289.14,263.08,11360000,228.49
14-Jul-19,269.12,269.62,223.95,11860000,269.16,274.68,275.04,262.85,7840000,274.68,268.72,278.33,266.81,7950000,268.72,289.13,289.14,263.08,11360000,289.1,307.44,313.81,281.53,12440000,226.62
13-Jul-19,274.68,275.04,262.85,7840000,274.68,268.72,278.33,266.81,7950000,268.72,289.13,289.14,263.08,11360000,289.1,307.44,313.81,281.53,12440000,307.41,312.23,317.94,303.38,9130000,269.16
12-Jul-19,268.72,278.33,266.81,7950000,268.72,289.13,289.14,263.08,11360000,289.1,307.44,313.81,281.53,12440000,307.41,312.23,317.94,303.38,9130000,312.23,304.87,313.15,301.6,8500000,274.68
11-Jul-19,289.13,289.14,263.08,11360000,289.1,307.44,313.81,281.53,12440000,307.41,312.23,317.94,303.38,9130000,312.23,304.87,313.15,301.6,8500000,304.88,288.11,309.42,285.28,8430000,268.72
10-Jul-19,307.44,313.81,281.53,12440000,307.41,312.23,317.94,303.38,9130000,312.23,304.87,313.15,301.6,8500000,304.88,288.11,309.42,285.28,8430000,288.08,287.16,296.06,285.61,7560000,289.1
9-Jul-19,312.23,317.94,303.38,9130000,312.23,304.87,313.15,301.6,8500000,304.88,288.11,309.42,285.28,8430000,288.08,287.16,296.06,285.61,7560000,287.15,283.36,293.61,281.92,7800000,307.41
8-Jul-19,304.87,313.15,301.6,8500000,304.88,288.11,309.42,285.28,8430000,288.08,287.16,296.06,285.61,7560000,287.15,283.36,293.61,281.92,7800000,283.43,300.51,301.56,281.18,7260000,312.23
7-Jul-19,288.11,309.42,285.28,8430000,288.08,287.16,296.06,285.61,7560000,287.15,283.36,293.61,281.92,7800000,283.43,300.51,301.56,281.18,7260000,300.58,291.48,301.64,289.39,7900000,304.88
6-Jul-19,287.16,296.06,285.61,7560000,287.15,283.36,293.61,281.92,7800000,283.43,300.51,301.56,281.18,7260000,300.58,291.48,301.64,289.39,7900000,291.41,294.87,297,273.07,10300000,288.08
5-Jul-19,283.36,293.61,281.92,7800000,283.43,300.51,301.56,281.18,7260000,300.58,291.48,301.64,289.39,7900000,291.41,294.87,297,273.07,10300000,294.83,292.23,303,280.35,9570000,287.15
4-Jul-19,300.51,301.56,281.18,7260000,300.58,291.48,301.64,289.39,7900000,291.41,294.87,297,273.07,10300000,294.83,292.23,303,280.35,9570000,292.21,318.26,323.21,290.78,9820000,283.43
3-Jul-19,291.48,301.64,289.39,7900000,291.41,294.87,297,273.07,10300000,294.83,292.23,303,280.35,9570000,292.21,318.26,323.21,290.78,9820000,318.48,310.52,324.13,295.44,9030000,300.58
2-Jul-19,294.87,297,273.07,10300000,294.83,292.23,303,280.35,9570000,292.21,318.26,323.21,290.78,9820000,318.48,310.52,324.13,295.44,9030000,310.56,297.73,312.7,295.3,9930000,291.41
1-Jul-19,292.23,303,280.35,9570000,292.21,318.26,323.21,290.78,9820000,318.48,310.52,324.13,295.44,9030000,310.56,297.73,312.7,295.3,9930000,297.55,338.54,345.83,279.82,16130000,294.83
30-Jun-19,318.26,323.21,290.78,9820000,318.48,310.52,324.13,295.44,9030000,310.56,297.73,312.7,295.3,9930000,297.55,338.54,345.83,279.82,16130000,338.54,317.65,364.89,315.99,15730000,292.21
29-Jun-19,310.52,324.13,295.44,9030000,310.56,297.73,312.7,295.3,9930000,297.55,338.54,345.83,279.82,16130000,338.54,317.65,364.89,315.99,15730000,317.65,311.47,318.49,307.75,8510000,318.48
28-Jun-19,297.73,312.7,295.3,9930000,297.55,338.54,345.83,279.82,16130000,338.54,317.65,364.89,315.99,15730000,317.65,311.47,318.49,307.75,8510000,311.46,308.51,313.67,297.9,7100000,310.56
27-Jun-19,338.54,345.83,279.82,16130000,338.54,317.65,364.89,315.99,15730000,317.65,311.47,318.49,307.75,8510000,311.46,308.51,313.67,297.9,7100000,308.53,310.39,320.79,306.12,8490000,297.55
26-Jun-19,317.65,364.89,315.99,15730000,317.65,311.47,318.49,307.75,8510000,311.46,308.51,313.67,297.9,7100000,308.53,310.39,320.79,306.12,8490000,310.38,294.69,314,292.09,10690000,338.54
25-Jun-19,311.47,318.49,307.75,8510000,311.46,308.51,313.67,297.9,7100000,308.53,310.39,320.79,306.12,8490000,310.38,294.69,314,292.09,10690000,294.72,271.45,295.72,271.45,11060000,317.65
24-Jun-19,308.51,313.67,297.9,7100000,308.53,310.39,320.79,306.12,8490000,310.38,294.69,314,292.09,10690000,294.72,271.45,295.72,271.45,11060000,271.43,268.26,273.18,264.83,7040000,311.46
23-Jun-19,310.39,320.79,306.12,8490000,310.38,294.69,314,292.09,10690000,294.72,271.45,295.72,271.45,11060000,271.43,268.26,273.18,264.83,7040000,268.26,264.59,269.79,263.61,6230000,308.53
22-Jun-19,294.69,314,292.09,10690000,294.72,271.45,295.72,271.45,11060000,271.43,268.26,273.18,264.83,7040000,268.26,264.59,269.79,263.61,6230000,264.59,273.02,273.26,261.76,7390000,310.38
21-Jun-19,271.45,295.72,271.45,11060000,271.43,268.26,273.18,264.83,7040000,268.26,264.59,269.79,263.61,6230000,264.59,273.02,273.26,261.76,7390000,273,268,274.14,266.96,7410000,294.72
20-Jun-19,268.26,273.18,264.83,7040000,268.26,264.59,269.79,263.61,6230000,264.59,273.02,273.26,261.76,7390000,273,268,274.14,266.96,7410000,267.98,267.74,282.75,263.96,8660000,271.43
19-Jun-19,264.59,269.79,263.61,6230000,264.59,273.02,273.26,261.76,7390000,273,268,274.14,266.96,7410000,267.98,267.74,282.75,263.96,8660000,267.75,262.53,271.61,260.92,6520000,268.26
18-Jun-19,273.02,273.26,261.76,7390000,273,268,274.14,266.96,7410000,267.98,267.74,282.75,263.96,8660000,267.75,262.53,271.61,260.92,6520000,262.53,254.89,268.81,252.01,6870000,264.59
17-Jun-19,268,274.14,266.96,7410000,267.98,267.74,282.75,263.96,8660000,267.75,262.53,271.61,260.92,6520000,262.53,254.89,268.81,252.01,6870000,254.86,261.38,262.47,254.02,7300000,273
16-Jun-19,267.74,282.75,263.96,8660000,267.75,262.53,271.61,260.92,6520000,262.53,254.89,268.81,252.01,6870000,254.86,261.38,262.47,254.02,7300000,261.54,244.38,261.67,242.57,7890000,267.98
15-Jun-19,262.53,271.61,260.92,6520000,262.53,254.89,268.81,252.01,6870000,254.86,261.38,262.47,254.02,7300000,261.54,244.38,261.67,242.57,7890000,244.41,246.85,247.77,237.6,6920000,267.75
14-Jun-19,254.89,268.81,252.01,6870000,254.86,261.38,262.47,254.02,7300000,261.54,244.38,261.67,242.57,7890000,244.41,246.85,247.77,237.6,6920000,246.86,231.21,246.99,227.38,8390000,262.53
13-Jun-19,261.38,262.47,254.02,7300000,261.54,244.38,261.67,242.57,7890000,244.41,246.85,247.77,237.6,6920000,246.86,231.21,246.99,227.38,8390000,231.27,243.43,244.36,227,7800000,254.86
12-Jun-19,244.38,261.67,242.57,7890000,244.41,246.85,247.77,237.6,6920000,246.86,231.21,246.99,227.38,8390000,231.27,243.43,244.36,227,7800000,243.42,248.98,250.51,241.09,6230000,261.54
11-Jun-19,246.85,247.77,237.6,6920000,246.86,231.21,246.99,227.38,8390000,231.27,243.43,244.36,227,7800000,243.42,248.98,250.51,241.09,6230000,248.98,248.63,253.12,244.33,7410000,244.41
10-Jun-19,231.21,246.99,227.38,8390000,231.27,243.43,244.36,227,7800000,243.42,248.98,250.51,241.09,6230000,248.98,248.63,253.12,244.33,7410000,248.54,245.81,250,236.4,7720000,246.86
9-Jun-19,243.43,244.36,227,7800000,243.42,248.98,250.51,241.09,6230000,248.98,248.63,253.12,244.33,7410000,248.54,245.81,250,236.4,7720000,245.83,241.27,248.24,237.94,8640000,231.27
8-Jun-19,248.98,250.51,241.09,6230000,248.98,248.63,253.12,244.33,7410000,248.54,245.81,250,236.4,7720000,245.83,241.27,248.24,237.94,8640000,241.26,250.26,251.47,235.35,11390000,243.42
7-Jun-19,248.63,253.12,244.33,7410000,248.54,245.81,250,236.4,7720000,245.83,241.27,248.24,237.94,8640000,241.26,250.26,251.47,235.35,11390000,250.37,269.03,269.77,248.77,9230000,248.98
6-Jun-19,245.81,250,236.4,7720000,245.83,241.27,248.24,237.94,8640000,241.26,250.26,251.47,235.35,11390000,250.37,269.03,269.77,248.77,9230000,269.01,264.26,272.64,263.59,7310000,248.54
5-Jun-19,241.27,248.24,237.94,8640000,241.26,250.26,251.47,235.35,11390000,250.37,269.03,269.77,248.77,9230000,269.01,264.26,272.64,263.59,7310000,264.31,267.94,274.94,261.14,9060000,245.83
4-Jun-19,250.26,251.47,235.35,11390000,250.37,269.03,269.77,248.77,9230000,269.01,264.26,272.64,263.59,7310000,264.31,267.94,274.94,261.14,9060000,267.99,254.57,268.7,246.61,11630000,241.26
3-Jun-19,269.03,269.77,248.77,9230000,269.01,264.26,272.64,263.59,7310000,264.31,267.94,274.94,261.14,9060000,267.99,254.57,268.7,246.61,11630000,254.52,268.62,287.99,241.51,15520000,250.37
2-Jun-19,264.26,272.64,263.59,7310000,264.31,267.94,274.94,261.14,9060000,267.99,254.57,268.7,246.61,11630000,254.52,268.62,287.99,241.51,15520000,268.61,271.16,273.72,260.85,22330000,269.01
1-Jun-19,267.94,274.94,261.14,9060000,267.99,254.57,268.7,246.61,11630000,254.52,268.62,287.99,241.51,15520000,268.61,271.16,273.72,260.85,22330000,271.18,270.97,275.39,265.5,9350000,264.31
31-May-19,254.57,268.7,246.61,11630000,254.52,268.62,287.99,241.51,15520000,268.61,271.16,273.72,260.85,22330000,271.18,270.97,275.39,265.5,9350000,270.98,264.66,279.07,262.96,11580000,267.99
30-May-19,268.62,287.99,241.51,15520000,268.61,271.16,273.72,260.85,22330000,271.18,270.97,275.39,265.5,9350000,270.98,264.66,279.07,262.96,11580000,264.68,250.69,268.75,245.92,10060000,254.52
29-May-19,271.16,273.72,260.85,22330000,271.18,270.97,275.39,265.5,9350000,270.98,264.66,279.07,262.96,11580000,264.68,250.69,268.75,245.92,10060000,250.68,249.2,256.9,247.9,8580000,268.61
28-May-19,270.97,275.39,265.5,9350000,270.98,264.66,279.07,262.96,11580000,264.68,250.69,268.75,245.92,10060000,250.68,249.2,256.9,247.9,8580000,249.17,244.68,254.22,241.74,10070000,271.18
27-May-19,264.66,279.07,262.96,11580000,264.68,250.69,268.75,245.92,10060000,250.68,249.2,256.9,247.9,8580000,249.17,244.68,254.22,241.74,10070000,244.68,244.35,247.3,231.89,13070000,270.98
26-May-19,250.69,268.75,245.92,10060000,250.68,249.2,256.9,247.9,8580000,249.17,244.68,254.22,241.74,10070000,244.68,244.35,247.3,231.89,13070000,244.34,253.7,259.7,241.68,10830000,264.68
25-May-19,249.2,256.9,247.9,8580000,249.17,244.68,254.22,241.74,10070000,244.68,244.35,247.3,231.89,13070000,244.34,253.7,259.7,241.68,10830000,253.76,250.72,261.59,246.85,10240000,250.68
24-May-19,244.68,254.22,241.74,10070000,244.68,244.35,247.3,231.89,13070000,244.34,253.7,259.7,241.68,10830000,253.76,250.72,261.59,246.85,10240000,250.72,259.68,259.68,238.64,12380000,249.17
23-May-19,244.35,247.3,231.89,13070000,244.34,253.7,259.7,241.68,10830000,253.76,250.72,261.59,246.85,10240000,250.72,259.68,259.68,238.64,12380000,259.63,233.87,263.05,232.85,14380000,244.68
22-May-19,253.7,259.7,241.68,10830000,253.76,250.72,261.59,246.85,10240000,250.72,259.68,259.68,238.64,12380000,259.63,233.87,263.05,232.85,14380000,233.89,244.38,247.84,232.13,13930000,244.34
21-May-19,250.72,261.59,246.85,10240000,250.72,259.68,259.68,238.64,12380000,259.63,233.87,263.05,232.85,14380000,233.89,244.38,247.84,232.13,13930000,244.45,264.68,267.8,224.62,22540000,253.76
20-May-19,259.68,259.68,238.64,12380000,259.63,233.87,263.05,232.85,14380000,233.89,244.38,247.84,232.13,13930000,244.45,264.68,267.8,224.62,22540000,264.69,248.14,278.52,244.27,25140000,250.72
19-May-19,233.87,263.05,232.85,14380000,233.89,244.38,247.84,232.13,13930000,244.45,264.68,267.8,224.62,22540000,264.69,248.14,278.52,244.27,25140000,248.15,217.34,249.78,217.32,18660000,259.63
18-May-19,244.38,247.84,232.13,13930000,244.45,264.68,267.8,224.62,22540000,264.69,248.14,278.52,244.27,25140000,248.15,217.34,249.78,217.32,18660000,217.42,196,220.02,195.22,16800000,233.89
17-May-19,264.68,267.8,224.62,22540000,264.69,248.14,278.52,244.27,25140000,248.15,217.34,249.78,217.32,18660000,217.42,196,220.02,195.22,16800000,196.02,188.09,206.1,185.69,14800000,244.45
16-May-19,248.14,278.52,244.27,25140000,248.15,217.34,249.78,217.32,18660000,217.42,196,220.02,195.22,16800000,196.02,188.09,206.1,185.69,14800000,188.07,192.17,202.93,182.81,18520000,264.69
15-May-19,217.34,249.78,217.32,18660000,217.42,196,220.02,195.22,16800000,196.02,188.09,206.1,185.69,14800000,188.07,192.17,202.93,182.81,18520000,192.27,172.78,204.72,172.75,20900000,248.15
14-May-19,196,220.02,195.22,16800000,196.02,188.09,206.1,185.69,14800000,188.07,192.17,202.93,182.81,18520000,192.27,172.78,204.72,172.75,20900000,172.77,170.85,175.78,168.86,12730000,217.42
13-May-19,188.09,206.1,185.69,14800000,188.07,192.17,202.93,182.81,18520000,192.27,172.78,204.72,172.75,20900000,172.77,170.85,175.78,168.86,12730000,170.84,170.76,173.28,167.03,10030000,196.02
12-May-19,192.17,202.93,182.81,18520000,192.27,172.78,204.72,172.75,20900000,172.77,170.85,175.78,168.86,12730000,170.84,170.76,173.28,167.03,10030000,170.77,169.34,172.68,165.7,9750000,188.07
11-May-19,172.78,204.72,172.75,20900000,172.77,170.85,175.78,168.86,12730000,170.84,170.76,173.28,167.03,10030000,170.77,169.34,172.68,165.7,9750000,169.34,172.99,181.39,169.06,15230000,192.27
10-May-19,170.85,175.78,168.86,12730000,170.84,170.76,173.28,167.03,10030000,170.77,169.34,172.68,165.7,9750000,169.34,172.99,181.39,169.06,15230000,173,163.03,176.98,159.66,12970000,172.77
9-May-19,170.76,173.28,167.03,10030000,170.77,169.34,172.68,165.7,9750000,169.34,172.99,181.39,169.06,15230000,173,163.03,176.98,159.66,12970000,163.03,163.67,165.25,159.56,8540000,170.84
8-May-19,169.34,172.68,165.7,9750000,169.34,172.99,181.39,169.06,15230000,173,163.03,176.98,159.66,12970000,163.03,163.67,165.25,159.56,8540000,163.68,167.87,171.04,160.36,10230000,170.77
7-May-19,172.99,181.39,169.06,15230000,173,163.03,176.98,159.66,12970000,163.03,163.67,165.25,159.56,8540000,163.68,167.87,171.04,160.36,10230000,167.86,161.66,169.8,160.86,10230000,169.34
6-May-19,163.03,176.98,159.66,12970000,163.03,163.67,165.25,159.56,8540000,163.68,167.87,171.04,160.36,10230000,167.86,161.66,169.8,160.86,10230000,161.66,160.35,162.88,159.22,8130000,173
5-May-19,163.67,165.25,159.56,8540000,163.68,167.87,171.04,160.36,10230000,167.86,161.66,169.8,160.86,10230000,161.66,160.35,162.88,159.22,8130000,160.38,161.84,163.7,158.85,7740000,163.03
4-May-19,167.87,171.04,160.36,10230000,167.86,161.66,169.8,160.86,10230000,161.66,160.35,162.88,159.22,8130000,160.38,161.84,163.7,158.85,7740000,161.8,154.94,162.56,154.94,9570000,163.68
3-May-19,161.66,169.8,160.86,10230000,161.66,160.35,162.88,159.22,8130000,160.38,161.84,163.7,158.85,7740000,161.8,154.94,162.56,154.94,9570000,154.93,158.3,159.16,152.6,10690000,167.86
2-May-19,160.35,162.88,159.22,8130000,160.38,161.84,163.7,158.85,7740000,161.8,154.94,162.56,154.94,9570000,154.93,158.3,159.16,152.6,10690000,158.27,159.43,160.28,157.54,8280000,161.66
1-May-19,161.84,163.7,158.85,7740000,161.8,154.94,162.56,154.94,9570000,154.93,158.3,159.16,152.6,10690000,158.27,159.43,160.28,157.54,8280000,159.41,157.96,161.95,156.74,8510000,160.38
30-Apr-19,154.94,162.56,154.94,9570000,154.93,158.3,159.16,152.6,10690000,158.27,159.43,160.28,157.54,8280000,159.41,157.96,161.95,156.74,8510000,157.97,155.16,161.82,152.32,11520000,161.8
29-Apr-19,158.3,159.16,152.6,10690000,158.27,159.43,160.28,157.54,8280000,159.41,157.96,161.95,156.74,8510000,157.97,155.16,161.82,152.32,11520000,155.18,165.23,165.81,151.73,10780000,154.93
28-Apr-19,159.43,160.28,157.54,8280000,159.41,157.96,161.95,156.74,8510000,157.97,155.16,161.82,152.32,11520000,155.18,165.23,165.81,151.73,10780000,165.22,169.94,170.53,154.87,11610000,158.27
27-Apr-19,157.96,161.95,156.74,8510000,157.97,155.16,161.82,152.32,11520000,155.18,165.23,165.81,151.73,10780000,165.22,169.94,170.53,154.87,11610000,169.95,170.87,175.92,169.01,10170000,159.41
26-Apr-19,155.16,161.82,152.32,11520000,155.18,165.23,165.81,151.73,10780000,165.22,169.94,170.53,154.87,11610000,169.95,170.87,175.92,169.01,10170000,170.87,168.5,172.32,167.07,8620000,157.97
25-Apr-19,165.23,165.81,151.73,10780000,165.22,169.94,170.53,154.87,11610000,169.95,170.87,175.92,169.01,10170000,170.87,168.5,172.32,167.07,8620000,168.52,172.89,173.42,164.81,8780000,155.18
24-Apr-19,169.94,170.53,154.87,11610000,169.95,170.87,175.92,169.01,10170000,170.87,168.5,172.32,167.07,8620000,168.52,172.89,173.42,164.81,8780000,172.73,172.79,176.71,170.17,8190000,165.22
23-Apr-19,170.87,175.92,169.01,10170000,170.87,168.5,172.32,167.07,8620000,168.52,172.89,173.42,164.81,8780000,172.73,172.79,176.71,170.17,8190000,172.79,173.34,173.41,169.15,9260000,169.95
22-Apr-19,168.5,172.32,167.07,8620000,168.52,172.89,173.42,164.81,8780000,172.73,172.79,176.71,170.17,8190000,172.79,173.34,173.41,169.15,9260000,173.33,165.91,175.02,165.38,10160000,170.87
21-Apr-19,172.89,173.42,164.81,8780000,172.73,172.79,176.71,170.17,8190000,172.79,173.34,173.41,169.15,9260000,173.33,165.91,175.02,165.38,10160000,165.9,165.61,167.21,164.26,7560000,168.52
20-Apr-19,172.79,176.71,170.17,8190000,172.79,173.34,173.41,169.15,9260000,173.33,165.91,175.02,165.38,10160000,165.9,165.61,167.21,164.26,7560000,165.65,160.16,166.64,159.52,7660000,172.73
19-Apr-19,173.34,173.41,169.15,9260000,173.33,165.91,175.02,165.38,10160000,165.9,165.61,167.21,164.26,7560000,165.65,160.16,166.64,159.52,7660000,160.17,167.3,168.63,153.65,7710000,172.79
18-Apr-19,165.91,175.02,165.38,10160000,165.9,165.61,167.21,164.26,7560000,165.65,160.16,166.64,159.52,7660000,160.17,167.3,168.63,153.65,7710000,167.29,163.19,168.18,161.52,5890000,173.33
17-Apr-19,165.61,167.21,164.26,7560000,165.65,160.16,166.64,159.52,7660000,160.17,167.3,168.63,153.65,7710000,167.29,163.19,168.18,161.52,5890000,163.19,163.46,165.27,161.34,5520000,165.9
16-Apr-19,160.16,166.64,159.52,7660000,160.17,167.3,168.63,153.65,7710000,167.29,163.19,168.18,161.52,5890000,163.19,163.46,165.27,161.34,5520000,163.47,164.37,166.08,158.93,7120000,165.65
15-Apr-19,167.3,168.63,153.65,7710000,167.29,163.19,168.18,161.52,5890000,163.19,163.46,165.27,161.34,5520000,163.47,164.37,166.08,158.93,7120000,164.36,177.39,177.63,159.6,11110000,160.17
14-Apr-19,163.19,168.18,161.52,5890000,163.19,163.46,165.27,161.34,5520000,163.47,164.37,166.08,158.93,7120000,164.36,177.39,177.63,159.6,11110000,177.37,175.09,183.49,171.61,12100000,167.29
13-Apr-19,163.46,165.27,161.34,5520000,163.47,164.37,166.08,158.93,7120000,164.36,177.39,177.63,159.6,11110000,177.37,175.09,183.49,171.61,12100000,175.09,179.16,179.24,172.15,10820000,163.19
12-Apr-19,164.37,166.08,158.93,7120000,164.36,177.39,177.63,159.6,11110000,177.37,175.09,183.49,171.61,12100000,175.09,179.16,179.24,172.15,10820000,179.16,174.32,185.54,171.87,14830000,163.47
11-Apr-19,177.39,177.63,159.6,11110000,177.37,175.09,183.49,171.61,12100000,175.09,179.16,179.24,172.15,10820000,179.16,174.32,185.54,171.87,14830000,174.33,165.58,175.37,164.17,9880000,164.36
10-Apr-19,175.09,183.49,171.61,12100000,175.09,179.16,179.24,172.15,10820000,179.16,174.32,185.54,171.87,14830000,174.33,165.58,175.37,164.17,9880000,165.55,164.93,172.53,160.22,10370000,177.37
9-Apr-19,179.16,179.24,172.15,10820000,179.16,174.32,185.54,171.87,14830000,174.33,165.58,175.37,164.17,9880000,165.55,164.93,172.53,160.22,10370000,164.93,157.43,167.34,156.42,10060000,175.09
8-Apr-19,174.32,185.54,171.87,14830000,174.33,165.58,175.37,164.17,9880000,165.55,164.93,172.53,160.22,10370000,164.93,157.43,167.34,156.42,10060000,157.43,160.34,164.33,153.26,13550000,179.16
