Date,Price,Open,High,Low,Vol.,Change %
5-Aug-19,232.45,220.76,235.00,220.75,9.79M,5.31%
4-Aug-19,220.72,220.89,222.21,216.31,6.51M,-0.08%
3-Aug-19,220.89,216.52,223.00,215.52,6.99M,2.01%
2-Aug-19,216.54,216.37,220.84,213.93,7.56M,0.08%
1-Aug-19,216.37,217.23,217.55,211.23,7.09M,-0.40%
31-Jul-19,217.23,208.49,218.19,208.17,7.51M,4.19%
30-Jul-19,208.49,209.81,212.88,204.54,7.15M,-0.63%
29-Jul-19,209.82,210.39,214.45,207.37,7.20M,-0.26%
28-Jul-19,210.37,206.64,212.01,199.68,7.54M,1.81%
27-Jul-19,206.62,217.80,222.70,203.50,8.55M,-5.15%
26-Jul-19,217.83,217.65,218.65,212.07,6.96M,0.09%
25-Jul-19,217.65,215.45,224.05,214.79,8.42M,1.02%
24-Jul-19,215.44,211.86,217.02,202.30,9.72M,1.69%
23-Jul-19,211.87,217.27,218.03,208.31,8.70M,-2.49%
22-Jul-19,217.27,225.03,227.47,212.46,8.60M,-3.44%
21-Jul-19,225.01,227.83,228.76,217.72,8.50M,-1.25%
20-Jul-19,227.86,220.11,233.70,219.80,9.12M,3.53%
19-Jul-19,220.09,225.23,225.68,213.57,9.38M,-2.28%
18-Jul-19,225.23,210.95,228.42,206.47,12.65M,6.77%
17-Jul-19,210.95,198.88,219.13,192.91,13.51M,6.07%
16-Jul-19,198.87,228.49,234.41,193.48,14.52M,-12.96%
15-Jul-19,228.49,226.56,235.43,204.39,14.59M,0.82%
14-Jul-19,226.62,269.12,269.62,223.95,11.86M,-15.80%
13-Jul-19,269.16,274.68,275.04,262.85,7.84M,-2.01%
12-Jul-19,274.68,268.72,278.33,266.81,7.95M,2.22%
11-Jul-19,268.72,289.13,289.14,263.08,11.36M,-7.05%
10-Jul-19,289.10,307.44,313.81,281.53,12.44M,-5.96%
9-Jul-19,307.41,312.23,317.94,303.38,9.13M,-1.54%
8-Jul-19,312.23,304.87,313.15,301.60,8.50M,2.41%
7-Jul-19,304.88,288.11,309.42,285.28,8.43M,5.83%
6-Jul-19,288.08,287.16,296.06,285.61,7.56M,0.32%
5-Jul-19,287.15,283.36,293.61,281.92,7.80M,1.31%
4-Jul-19,283.43,300.51,301.56,281.18,7.26M,-5.70%
3-Jul-19,300.58,291.48,301.64,289.39,7.90M,3.14%
2-Jul-19,291.41,294.87,297.00,273.07,10.30M,-1.16%
1-Jul-19,294.83,292.23,303.00,280.35,9.57M,0.90%
30-Jun-19,292.21,318.26,323.21,290.78,9.82M,-8.25%
29-Jun-19,318.48,310.52,324.13,295.44,9.03M,2.55%
28-Jun-19,310.56,297.73,312.70,295.30,9.93M,4.37%
27-Jun-19,297.55,338.54,345.83,279.82,16.13M,-12.11%
26-Jun-19,338.54,317.65,364.89,315.99,15.73M,6.58%
25-Jun-19,317.65,311.47,318.49,307.75,8.51M,1.99%
24-Jun-19,311.46,308.51,313.67,297.90,7.10M,0.95%
23-Jun-19,308.53,310.39,320.79,306.12,8.49M,-0.59%
22-Jun-19,310.38,294.69,314.00,292.09,10.69M,5.31%
21-Jun-19,294.72,271.45,295.72,271.45,11.06M,8.58%
20-Jun-19,271.43,268.26,273.18,264.83,7.04M,1.18%
19-Jun-19,268.26,264.59,269.79,263.61,6.23M,1.39%
18-Jun-19,264.59,273.02,273.26,261.76,7.39M,-3.08%
17-Jun-19,273.00,268.00,274.14,266.96,7.41M,1.87%
16-Jun-19,267.98,267.74,282.75,263.96,8.66M,0.09%
15-Jun-19,267.75,262.53,271.61,260.92,6.52M,1.99%
14-Jun-19,262.53,254.89,268.81,252.01,6.87M,3.01%
13-Jun-19,254.86,261.38,262.47,254.02,7.30M,-2.55%
12-Jun-19,261.54,244.38,261.67,242.57,7.89M,7.01%
11-Jun-19,244.41,246.85,247.77,237.60,6.92M,-0.99%
10-Jun-19,246.86,231.21,246.99,227.38,8.39M,6.74%
9-Jun-19,231.27,243.43,244.36,227.00,7.80M,-4.99%
8-Jun-19,243.42,248.98,250.51,241.09,6.23M,-2.23%
7-Jun-19,248.98,248.63,253.12,244.33,7.41M,0.18%
6-Jun-19,248.54,245.81,250.00,236.40,7.72M,1.10%
5-Jun-19,245.83,241.27,248.24,237.94,8.64M,1.89%
4-Jun-19,241.26,250.26,251.47,235.35,11.39M,-3.64%
3-Jun-19,250.37,269.03,269.77,248.77,9.23M,-6.93%
2-Jun-19,269.01,264.26,272.64,263.59,7.31M,1.78%
1-Jun-19,264.31,267.94,274.94,261.14,9.06M,-1.37%
31-May-19,267.99,254.57,268.70,246.61,11.63M,5.29%
30-May-19,254.52,268.62,287.99,241.51,15.52M,-5.24%
29-May-19,268.61,271.16,273.72,260.85,22.33M,-0.95%
28-May-19,271.18,270.97,275.39,265.50,9.35M,0.08%
27-May-19,270.98,264.66,279.07,262.96,11.58M,2.38%
26-May-19,264.68,250.69,268.75,245.92,10.06M,5.59%
25-May-19,250.68,249.20,256.90,247.90,8.58M,0.61%
24-May-19,249.17,244.68,254.22,241.74,10.07M,1.83%
23-May-19,244.68,244.35,247.30,231.89,13.07M,0.14%
22-May-19,244.34,253.70,259.70,241.68,10.83M,-3.71%
21-May-19,253.76,250.72,261.59,246.85,10.24M,1.21%
20-May-19,250.72,259.68,259.68,238.64,12.38M,-3.43%
19-May-19,259.63,233.87,263.05,232.85,14.38M,11.01%
18-May-19,233.89,244.38,247.84,232.13,13.93M,-4.32%
17-May-19,244.45,264.68,267.80,224.62,22.54M,-7.65%
16-May-19,264.69,248.14,278.52,244.27,25.14M,6.66%
15-May-19,248.15,217.34,249.78,217.32,18.66M,14.13%
14-May-19,217.42,196.00,220.02,195.22,16.80M,10.92%
13-May-19,196.02,188.09,206.10,185.69,14.80M,4.22%
12-May-19,188.07,192.17,202.93,182.81,18.52M,-2.18%
11-May-19,192.27,172.78,204.72,172.75,20.90M,11.28%
10-May-19,172.77,170.85,175.78,168.86,12.73M,1.13%
9-May-19,170.84,170.76,173.28,167.03,10.03M,0.04%
8-May-19,170.77,169.34,172.68,165.70,9.75M,0.84%
7-May-19,169.34,172.99,181.39,169.06,15.23M,-2.11%
6-May-19,173.00,163.03,176.98,159.66,12.97M,6.11%
5-May-19,163.03,163.67,165.25,159.56,8.54M,-0.39%
4-May-19,163.68,167.87,171.04,160.36,10.23M,-2.49%
3-May-19,167.86,161.66,169.80,160.86,10.23M,3.83%
2-May-19,161.66,160.35,162.88,159.22,8.13M,0.80%
1-May-19,160.38,161.84,163.70,158.85,7.74M,-0.88%
30-Apr-19,161.80,154.94,162.56,154.94,9.57M,4.44%
29-Apr-19,154.93,158.30,159.16,152.60,10.69M,-2.11%
28-Apr-19,158.27,159.43,160.28,157.54,8.28M,-0.71%
27-Apr-19,159.41,157.96,161.95,156.74,8.51M,0.91%
26-Apr-19,157.97,155.16,161.82,152.32,11.52M,1.80%
25-Apr-19,155.18,165.23,165.81,151.73,10.78M,-6.07%
24-Apr-19,165.22,169.94,170.53,154.87,11.61M,-2.78%
23-Apr-19,169.95,170.87,175.92,169.01,10.17M,-0.54%
22-Apr-19,170.87,168.50,172.32,167.07,8.62M,1.39%
21-Apr-19,168.52,172.89,173.42,164.81,8.78M,-2.43%
20-Apr-19,172.73,172.79,176.71,170.17,8.19M,-0.04%
19-Apr-19,172.79,173.34,173.41,169.15,9.26M,-0.31%
18-Apr-19,173.33,165.91,175.02,165.38,10.16M,4.48%
17-Apr-19,165.90,165.61,167.21,164.26,7.56M,0.16%
16-Apr-19,165.65,160.16,166.64,159.52,7.66M,3.42%
15-Apr-19,160.17,167.30,168.63,153.65,7.71M,-4.25%
14-Apr-19,167.29,163.19,168.18,161.52,5.89M,2.51%
13-Apr-19,163.19,163.46,165.27,161.34,5.52M,-0.17%
12-Apr-19,163.47,164.37,166.08,158.93,7.12M,-0.54%
11-Apr-19,164.36,177.39,177.63,159.60,11.11M,-7.33%
10-Apr-19,177.37,175.09,183.49,171.61,12.10M,1.30%
9-Apr-19,175.09,179.16,179.24,172.15,10.82M,-2.27%
8-Apr-19,179.16,174.32,185.54,171.87,14.83M,2.77%
7-Apr-19,174.33,165.58,175.37,164.17,9.88M,5.30%
6-Apr-19,165.55,164.93,172.53,160.22,10.37M,0.37%
5-Apr-19,164.93,157.43,167.34,156.42,10.06M,4.77%
4-Apr-19,157.43,160.34,164.33,153.26,13.55M,-1.81%
3-Apr-19,160.34,163.47,177.29,152.24,47.66M,-1.92%
2-Apr-19,163.47,141.50,165.42,141.29,36.03M,15.53%
1-Apr-19,141.50,141.77,143.28,140.26,11.85M,-0.20%
31-Mar-19,141.79,142.65,142.69,140.71,9.33M,-0.60%
30-Mar-19,142.65,143.38,145.85,140.43,12.81M,-0.51%
29-Mar-19,143.38,138.17,143.53,138.13,12.09M,3.79%
28-Mar-19,138.15,139.63,140.33,137.68,9.52M,-1.08%
27-Mar-19,139.65,134.37,140.08,133.89,15.47M,3.93%
26-Mar-19,134.37,134.25,134.99,132.61,9.47M,0.08%
25-Mar-19,134.25,136.44,137.05,132.36,11.49M,-1.60%
24-Mar-19,136.44,137.53,137.53,135.50,9.66M,-0.79%
23-Mar-19,137.53,136.42,138.30,135.76,9.16M,0.81%
22-Mar-19,136.42,135.11,137.44,134.65,10.18M,0.97%
21-Mar-19,135.11,139.32,139.74,133.05,12.95M,-3.02%
20-Mar-19,139.31,138.72,139.75,136.56,10.46M,0.42%
19-Mar-19,138.72,137.92,139.50,137.10,10.84M,0.58%
18-Mar-19,137.92,138.91,141.87,136.86,12.87M,-0.71%
17-Mar-19,138.91,141.15,141.17,137.61,9.79M,-1.59%
16-Mar-19,141.15,136.77,143.95,136.75,16.89M,3.21%
15-Mar-19,136.75,132.44,137.68,132.44,12.55M,3.25%
14-Mar-19,132.45,131.97,134.82,130.48,9.79M,0.36%
13-Mar-19,131.97,133.81,133.84,131.20,9.59M,-1.37%
12-Mar-19,133.80,132.99,134.93,129.14,13.03M,0.61%
11-Mar-19,132.99,135.72,136.23,131.66,11.17M,-2.01%
10-Mar-19,135.72,137.52,137.75,134.53,9.21M,-1.31%
9-Mar-19,137.52,133.84,138.57,133.38,10.79M,2.74%
8-Mar-19,133.85,136.93,139.45,131.66,12.38M,-2.25%
7-Mar-19,136.93,137.62,139.98,135.72,13.29M,-0.50%
6-Mar-19,137.62,136.82,149.49,133.94,14.70M,0.58%
5-Mar-19,136.82,125.97,141.11,125.44,16.74M,8.61%
4-Mar-19,125.97,131.02,131.57,123.25,14.11M,-3.85%
3-Mar-19,131.01,132.77,168.42,129.05,10.64M,-1.32%
2-Mar-19,132.76,135.72,136.36,130.74,11.29M,-2.18%
1-Mar-19,135.72,135.47,138.06,128.46,9.73M,0.18%
28-Feb-19,135.47,135.20,138.56,133.09,16.08M,0.20%
27-Feb-19,135.20,136.66,159.60,128.15,16.11M,-1.08%
26-Feb-19,136.67,138.26,138.66,134.48,11.75M,-1.15%
25-Feb-19,138.27,132.94,141.57,132.85,10.55M,4.02%
24-Feb-19,132.93,158.31,165.79,132.87,14.30M,-16.03%
23-Feb-19,158.30,147.97,159.31,146.28,8.31M,6.99%
22-Feb-19,147.97,145.79,148.83,144.27,6.79M,1.50%
21-Feb-19,145.78,149.01,149.55,143.50,7.21M,-2.23%
20-Feb-19,149.11,144.02,149.46,140.88,8.61M,3.54%
19-Feb-19,144.01,145.79,149.84,143.80,9.90M,-1.22%
18-Feb-19,145.80,133.79,147.64,125.07,11.93M,8.98%
17-Feb-19,133.79,122.88,135.27,122.78,8.67M,8.89%
16-Feb-19,122.87,121.72,124.50,121.71,5.33M,0.94%
15-Feb-19,121.73,120.97,124.00,120.87,5.69M,0.63%
14-Feb-19,120.97,122.21,124.46,120.44,5.81M,-1.02%
13-Feb-19,122.22,122.66,126.17,121.06,6.17M,-0.35%
12-Feb-19,122.64,121.32,123.99,119.28,5.74M,1.10%
11-Feb-19,121.30,124.94,125.05,119.55,6.13M,-2.89%
10-Feb-19,124.92,119.44,125.46,116.42,6.32M,4.59%
9-Feb-19,119.44,119.27,121.09,117.96,5.21M,0.17%
8-Feb-19,119.23,104.55,122.58,103.89,9.19M,14.05%
7-Feb-19,104.55,104.63,106.12,104.29,5.05M,-0.08%
6-Feb-19,104.63,107.37,107.67,102.28,6.15M,-2.55%
5-Feb-19,107.37,107.91,108.32,106.60,4.67M,-0.50%
4-Feb-19,107.90,107.63,109.24,106.95,5.02M,0.27%
3-Feb-19,107.62,110.67,111.25,106.36,5.01M,-2.77%
2-Feb-19,110.68,106.99,111.16,106.29,4.23M,3.46%
1-Feb-19,106.98,106.74,108.54,104.41,4.98M,0.26%
31-Jan-19,106.71,108.51,110.56,105.86,5.11M,-1.66%
30-Jan-19,108.52,104.76,109.67,103.82,5.95M,3.55%
29-Jan-19,104.79,105.82,107.32,102.89,5.41M,-0.98%
28-Jan-19,105.82,112.50,113.14,101.60,7.45M,-5.94%
27-Jan-19,112.50,115.83,116.24,112.03,4.65M,-2.88%
26-Jan-19,115.83,115.50,117.63,115.37,3.48M,0.29%
25-Jan-19,115.50,116.70,117.41,115.03,4.75M,-1.03%
24-Jan-19,116.71,116.84,117.32,114.93,4.38M,-0.11%
23-Jan-19,116.84,118.23,119.01,115.52,4.35M,-1.18%
22-Jan-19,118.23,116.05,119.47,112.36,5.11M,1.88%
21-Jan-19,116.05,117.52,118.04,114.15,4.80M,-1.25%
20-Jan-19,117.52,123.00,123.52,116.25,3.93M,-4.47%
19-Jan-19,123.02,119.34,125.37,119.34,3.36M,3.09%
18-Jan-19,119.34,122.02,122.19,118.27,2.59M,-2.20%
17-Jan-19,122.03,121.71,123.03,117.51,3.61M,0.25%
16-Jan-19,121.72,119.59,126.50,119.10,3.83M,1.75%
15-Jan-19,119.62,127.55,129.60,116.90,4.31M,-6.20%
14-Jan-19,127.53,114.65,130.30,114.62,3.86M,11.24%
13-Jan-19,114.64,123.75,124.09,112.79,2.98M,-7.36%
12-Jan-19,123.75,125.15,126.15,122.73,2.21M,-1.11%
11-Jan-19,125.15,125.61,127.83,121.28,3.77M,-0.39%
10-Jan-19,125.63,148.78,150.09,121.98,6.48M,-15.56%
9-Jan-19,148.79,148.41,152.57,147.95,2.34M,0.26%
8-Jan-19,148.41,149.96,152.21,146.29,3.04M,-1.03%
7-Jan-19,149.96,154.96,156.36,148.47,2.88M,-3.23%
6-Jan-19,154.96,153.48,158.29,148.63,4.23M,0.96%
5-Jan-19,153.49,152.87,159.78,152.84,4.85M,0.41%
4-Jan-19,152.86,146.94,155.40,145.29,4.92M,4.03%
3-Jan-19,146.94,152.96,154.30,144.39,4.02M,-3.93%
2-Jan-19,152.95,139.58,155.93,138.74,5.51M,9.56%
1-Jan-19,139.61,131.90,140.51,130.67,3.05M,5.84%
31-Dec-18,131.90,138.45,138.72,129.61,3.23M,-4.73%
30-Dec-18,138.45,133.64,139.76,129.51,4.35M,3.57%
29-Dec-18,133.67,136.59,146.02,130.71,5.92M,-2.15%
28-Dec-18,136.61,114.57,137.22,113.14,5.94M,19.25%
27-Dec-18,114.56,130.06,131.51,112.59,4.83M,-11.92%
26-Dec-18,130.06,128.39,136.13,123.39,5.11M,1.30%
25-Dec-18,128.39,139.06,139.74,122.14,7.04M,-7.79%
24-Dec-18,139.23,129.60,158.27,129.48,9.39M,7.43%
23-Dec-18,129.60,115.85,132.46,115.79,6.66M,11.88%
22-Dec-18,115.84,108.18,115.87,105.97,3.30M,7.07%
21-Dec-18,108.18,114.60,118.67,105.59,5.18M,-5.61%
20-Dec-18,114.61,99.36,116.35,98.63,6.34M,15.35%
19-Dec-18,99.37,100.68,107.89,98.57,5.58M,-1.28%
18-Dec-18,100.66,94.37,101.33,91.96,4.66M,6.66%
17-Dec-18,94.37,84.72,96.99,84.61,5.37M,11.40%
16-Dec-18,84.72,83.90,87.62,83.89,3.61M,0.97%
15-Dec-18,83.90,83.81,85.07,81.97,3.04M,0.11%
14-Dec-18,83.81,86.31,87.00,82.28,3.84M,-2.90%
13-Dec-18,86.31,89.62,90.72,84.83,3.94M,-3.69%
12-Dec-18,89.62,87.72,91.33,87.19,3.46M,1.46%
11-Dec-18,88.32,90.18,91.94,86.25,4.38M,-2.05%
10-Dec-18,90.17,93.62,95.30,88.68,4.15M,-3.68%
9-Dec-18,93.62,90.56,98.76,88.82,4.88M,3.37%
8-Dec-18,90.57,93.28,97.98,84.75,5.68M,-2.90%
7-Dec-18,93.27,90.85,96.99,77.65,7.73M,2.65%
6-Dec-18,90.86,102.36,104.42,90.57,5.06M,-11.21%
5-Dec-18,102.33,110.14,110.70,102.24,3.04M,-7.04%
4-Dec-18,110.09,108.66,113.16,106.13,2.48M,1.31%
3-Dec-18,108.66,116.40,127.08,106.79,2.66M,-6.65%
2-Dec-18,116.41,118.23,120.71,116.08,2.10M,-1.54%
1-Dec-18,118.23,113.76,120.45,111.62,2.87M,3.91%
30-Nov-18,113.77,117.86,119.80,111.73,4.27M,-3.46%
29-Nov-18,117.85,122.75,123.77,114.81,4.00M,-3.99%
28-Nov-18,122.74,111.19,126.60,111.19,5.41M,10.40%
27-Nov-18,111.18,110.08,113.67,102.84,5.42M,1.00%
26-Nov-18,110.08,118.03,120.56,106.44,5.09M,-6.75%
25-Nov-18,118.04,114.42,121.10,102.80,6.74M,3.15%
24-Nov-18,114.43,124.63,129.34,111.79,3.81M,-8.19%
23-Nov-18,124.64,126.17,128.08,119.76,4.47M,-1.17%
22-Nov-18,126.12,137.75,139.74,125.93,2.92M,-8.42%
21-Nov-18,137.72,132.90,140.86,126.84,5.12M,3.61%
20-Nov-18,132.92,150.27,153.55,127.30,7.69M,-11.46%
19-Nov-18,150.12,178.76,178.93,146.86,5.23M,-15.97%
18-Nov-18,178.65,176.53,182.07,176.06,1.59M,1.20%
17-Nov-18,176.53,176.99,177.93,174.94,44.19M,-0.27%
16-Nov-18,177.01,184.10,184.88,175.29,43.39M,-3.85%
15-Nov-18,184.10,187.51,189.79,171.99,69.51M,-1.79%
14-Nov-18,187.46,210.44,210.59,177.34,45.72M,-10.92%
13-Nov-18,210.44,212.79,213.88,209.40,27.77M,-1.10%
12-Nov-18,212.79,213.10,214.95,211.54,17.81M,-0.18%
11-Nov-18,213.18,213.19,214.22,209.51,48.66M,-0.01%
10-Nov-18,213.21,211.39,215.47,210.61,10.44M,0.86%
9-Nov-18,211.39,212.87,215.26,209.23,3.47M,-0.70%
8-Nov-18,212.87,218.80,220.53,212.79,23.56M,-2.71%
7-Nov-18,218.80,220.22,224.64,217.16,15.96M,-0.65%
6-Nov-18,220.22,210.67,221.32,209.15,33.87M,4.54%
5-Nov-18,210.67,211.86,212.42,207.82,77.47M,-0.56%
4-Nov-18,211.86,200.27,218.35,199.38,54.20M,5.81%
3-Nov-18,200.23,202.67,203.16,199.63,8.62M,-1.20%
2-Nov-18,202.66,198.17,203.75,198.13,7.26M,2.27%
1-Nov-18,198.17,198.59,199.79,197.84,12.55M,-0.21%
31-Oct-18,198.59,197.27,201.89,193.00,19.69M,0.61%
30-Oct-18,197.39,196.83,198.96,195.28,22.41M,0.17%
29-Oct-18,197.05,204.84,205.79,195.03,17.76M,-3.87%
28-Oct-18,204.99,204.36,205.52,203.05,9.11M,0.31%
27-Oct-18,204.36,204.78,206.22,203.06,9.76M,-0.11%
26-Oct-18,204.58,204.08,208.94,203.19,13.99M,0.23%
25-Oct-18,204.11,205.12,206.12,202.99,15.68M,-0.49%
24-Oct-18,205.12,205.68,207.86,205.00,18.18M,-0.27%
23-Oct-18,205.68,207.03,207.95,202.99,19.71M,-0.53%
22-Oct-18,206.77,207.38,209.39,205.50,27.13M,-0.29%
21-Oct-18,207.37,207.76,211.65,207.04,14.65M,-0.32%
20-Oct-18,208.04,205.12,209.37,203.65,12.48M,1.50%
19-Oct-18,204.97,206.60,208.74,204.02,26.32M,-0.78%
18-Oct-18,206.58,213.16,215.23,203.95,16.21M,-3.22%
17-Oct-18,213.46,215.06,216.60,210.10,16.84M,-0.74%
16-Oct-18,215.06,214.27,218.71,211.37,20.24M,0.37%
15-Oct-18,214.26,197.09,235.83,195.40,41.35M,8.72%
14-Oct-18,197.08,201.22,207.53,195.51,12.89M,-2.06%
13-Oct-18,201.22,196.67,206.13,196.41,976.30K,2.30%
12-Oct-18,196.70,190.89,202.90,190.89,1.69M,3.04%
11-Oct-18,190.89,226.33,226.36,188.65,3.50M,-15.65%
10-Oct-18,226.30,228.28,231.32,224.74,1.07M,-0.85%
9-Oct-18,228.25,229.83,232.66,226.81,945.43K,-0.69%
8-Oct-18,229.84,226.11,231.66,224.79,1.30M,1.65%
7-Oct-18,226.11,225.19,227.44,222.00,1.47M,0.41%
6-Oct-18,225.18,228.34,228.69,223.01,8.20M,-1.38%
5-Oct-18,228.34,222.33,231.88,220.00,7.63M,2.59%
4-Oct-18,222.57,220.48,227.14,219.75,7.83M,0.93%
3-Oct-18,220.51,225.84,227.15,216.44,8.47M,-2.36%
2-Oct-18,225.84,231.77,232.97,223.75,8.17M,-2.56%
1-Oct-18,231.77,232.80,235.95,225.33,8.31M,-0.44%
30-Sep-18,232.80,231.90,238.64,227.01,8.74M,0.40%
29-Sep-18,231.87,221.95,237.45,215.15,8.90M,4.55%
28-Sep-18,221.77,229.18,234.14,215.39,7.34M,-3.22%
27-Sep-18,229.15,214.46,232.60,211.31,7.37M,6.91%
26-Sep-18,214.35,219.14,222.41,208.91,6.37M,-2.14%
25-Sep-18,219.04,228.02,228.59,204.84,5.78M,-3.93%
24-Sep-18,228.01,244.67,246.87,225.73,4.54M,-6.81%
23-Sep-18,244.67,240.82,249.02,238.14,4.03M,1.60%
22-Sep-18,240.82,247.92,254.36,233.46,5.16M,-2.86%
21-Sep-18,247.92,224.43,250.74,222.05,6.76M,10.47%
20-Sep-18,224.42,209.74,225.48,207.78,4.47M,7.00%
19-Sep-18,209.74,209.02,214.91,199.19,5.68M,0.34%
18-Sep-18,209.03,196.17,213.93,195.24,5.32M,6.52%
17-Sep-18,196.24,220.20,224.48,192.87,7.49M,-10.88%
16-Sep-18,220.20,221.94,223.14,208.61,4.64M,-0.79%
15-Sep-18,221.94,209.88,259.37,209.06,5.53M,5.70%
14-Sep-18,209.98,210.98,224.60,203.16,7.71M,-0.48%
13-Sep-18,211.00,183.11,214.57,183.11,7.46M,15.31%
12-Sep-18,182.98,185.07,186.57,169.08,5.83M,-1.13%
11-Sep-18,185.07,197.05,200.42,177.29,5.15M,-6.08%
10-Sep-18,197.04,195.81,203.64,187.35,4.38M,0.63%
9-Sep-18,195.80,196.69,208.23,187.26,5.47M,-0.50%
8-Sep-18,196.79,215.51,220.85,191.16,4.47M,-8.72%
7-Sep-18,215.60,229.58,234.49,214.84,4.51M,-6.10%
6-Sep-18,229.60,228.76,232.66,212.90,5.81M,0.37%
5-Sep-18,228.77,285.17,288.01,227.76,6.21M,-19.78%
4-Sep-18,285.17,288.98,292.60,283.40,5.02M,-1.29%
3-Sep-18,288.92,295.05,296.76,285.95,5.35M,-2.08%
2-Sep-18,295.05,295.32,299.38,289.45,5.85M,-0.09%
1-Sep-18,295.31,281.94,301.92,281.76,4.53M,4.74%
31-Aug-18,281.94,283.97,284.85,277.13,4.66M,-0.72%
30-Aug-18,283.97,288.41,290.91,272.85,4.99M,-1.54%
29-Aug-18,288.42,295.61,297.11,284.45,4.84M,-2.44%
28-Aug-18,295.62,286.57,297.86,282.57,4.71M,3.16%
27-Aug-18,286.57,274.46,286.57,271.90,4.89M,4.41%
26-Aug-18,274.46,277.61,281.34,269.75,4.14M,-1.14%
25-Aug-18,277.61,281.29,282.74,276.53,4.05M,-1.31%
24-Aug-18,281.29,276.12,282.71,270.91,4.90M,1.87%
23-Aug-18,276.12,269.84,279.19,268.94,3.94M,2.33%
22-Aug-18,269.84,280.90,298.20,266.40,5.03M,-3.94%
21-Aug-18,280.90,271.90,282.77,270.26,2.97M,3.62%
20-Aug-18,271.08,299.33,303.74,270.17,3.88M,-9.44%
19-Aug-18,299.33,293.90,306.30,289.50,3.54M,1.85%
18-Aug-18,293.89,316.91,320.81,282.76,4.31M,-7.26%
17-Aug-18,316.90,286.76,316.90,285.78,4.75M,10.51%
16-Aug-18,286.76,281.12,298.19,278.60,4.08M,2.01%
15-Aug-18,281.12,278.30,303.85,277.91,5.17M,1.06%
14-Aug-18,278.19,284.00,284.00,250.84,5.96M,-2.05%
13-Aug-18,284.01,318.20,321.22,281.17,2.33M,-10.74%
12-Aug-18,318.18,317.63,327.51,314.71,1.52M,0.19%
11-Aug-18,317.59,331.78,332.52,305.19,2.16M,-4.29%
10-Aug-18,331.81,363.33,365.36,326.67,1.74M,-8.68%
9-Aug-18,363.34,355.48,369.74,351.07,1.42M,2.22%
8-Aug-18,355.44,378.29,380.15,348.98,2.05M,-6.03%
7-Aug-18,378.25,405.38,410.57,370.06,1.63M,-6.70%
6-Aug-18,405.40,408.81,413.40,401.66,1.02M,-0.84%
5-Aug-18,408.85,407.11,412.51,401.22,1.02M,0.43%
4-Aug-18,407.09,417.58,419.70,402.52,1.14M,-2.51%
3-Aug-18,417.58,411.00,419.74,398.10,1.43M,1.60%
2-Aug-18,411.00,420.33,424.51,408.21,1.32M,-2.21%
1-Aug-18,420.30,431.88,434.43,407.96,1.64M,-2.60%
31-Jul-18,431.50,456.65,457.33,427.81,1.52M,-5.51%
30-Jul-18,456.64,466.41,468.60,447.06,1.38M,-2.09%
29-Jul-18,466.41,468.89,471.78,462.04,1.04M,-0.51%
28-Jul-18,468.78,470.24,471.47,461.55,1.07M,-0.31%
27-Jul-18,470.23,462.79,473.58,457.36,1.17M,1.62%
26-Jul-18,462.75,472.03,484.59,460.61,1.11M,-1.97%
25-Jul-18,472.03,479.78,484.97,464.75,1.38M,-1.64%
24-Jul-18,479.88,450.58,484.30,449.44,1.59M,6.51%
23-Jul-18,450.56,459.02,470.37,448.14,1.32M,-1.84%
22-Jul-18,459.02,461.51,472.88,456.35,918.81K,-0.54%
21-Jul-18,461.52,449.44,468.95,443.04,972.66K,2.70%
20-Jul-18,449.38,469.48,469.74,441.74,1.52M,-4.28%
19-Jul-18,469.47,480.00,484.00,463.94,1.21M,-2.19%
18-Jul-18,480.00,499.86,515.20,470.91,1.52M,-3.97%
17-Jul-18,499.87,479.68,511.54,467.33,1.70M,4.18%
16-Jul-18,479.79,450.87,480.84,446.14,1.42M,6.43%
15-Jul-18,450.81,434.09,455.68,432.59,916.02K,3.85%
14-Jul-18,434.09,432.88,439.94,429.89,932.65K,0.29%
13-Jul-18,432.85,430.86,442.02,425.77,1.24M,0.47%
12-Jul-18,430.84,445.96,446.27,418.71,1.55M,-3.40%
11-Jul-18,445.99,432.67,447.62,425.60,1.05M,3.08%
10-Jul-18,432.67,471.77,473.36,429.39,1.62M,-8.24%
9-Jul-18,471.52,486.41,488.10,469.93,1.20M,-3.07%
8-Jul-18,486.45,485.40,494.03,482.24,2.16M,0.22%
7-Jul-18,485.40,469.91,486.18,464.29,1.62M,3.30%
6-Jul-18,469.90,468.47,474.58,455.05,1.75M,0.30%
5-Jul-18,468.47,467.58,478.59,459.68,1.74M,0.20%
4-Jul-18,467.52,461.90,480.69,453.94,1.28M,1.22%
3-Jul-18,461.89,475.73,483.93,460.63,1.72M,-2.90%
2-Jul-18,475.70,452.57,479.94,442.29,1.91M,5.11%
1-Jul-18,452.57,452.72,456.02,445.06,1.67M,-0.02%
30-Jun-18,452.67,434.92,457.49,433.46,1.82M,3.97%
29-Jun-18,435.37,421.23,441.29,406.12,1.78M,3.35%
28-Jun-18,421.27,442.16,443.32,418.62,1.66M,-4.73%
27-Jun-18,442.16,430.32,445.38,423.01,2.02M,2.75%
26-Jun-18,430.33,458.76,459.96,429.87,5.31M,-6.20%
